publication_year,category,type,count
1962,"Renewable Energy, Sustainability and the Environment",subfield,1
1962,Renewable energy and sustainable power systems,primary_topic,1
1962,Signal Processing,subfield,2
1962,Social Psychology,subfield,1
1962,Social Sciences,domain,44
1962,Social Sciences,field,7
1962,Sociology and Political Science,subfield,2
1962,Space Science and Extraterrestrial Life,primary_topic,1
1962,Spatial and Panel Data Analysis,primary_topic,2
1962,Sports Analytics and Performance,primary_topic,1
1962,Statistical and Nonlinear Physics,subfield,3
1962,Statistics Education and Methodologies,primary_topic,1
1962,Statistics and Probability,subfield,1
1962,Strategy and Management,subfield,7
1962,Supply Chain and Inventory Management,primary_topic,1
1962,Target Tracking and Data Fusion in Sensor Networks,primary_topic,1
1962,Time Series Analysis and Forecasting,primary_topic,2
1962,semigroups and automata theory,primary_topic,1
1963,Advanced Data Storage Technologies,primary_topic,1
1963,Agricultural and Biological Sciences,field,1
1963,Algorithms and Data Compression,primary_topic,4
1963,American Constitutional Law and Politics,primary_topic,1
1963,Applied Psychology,subfield,1
1963,Artificial Intelligence,subfield,22
1963,Artificial Intelligence in Games,primary_topic,5
1963,Arts and Humanities,field,1
1963,Auction Theory and Applications,primary_topic,1
1963,Bayesian Methods and Mixture Models,primary_topic,2
1963,Behavioral and Psychological Studies,primary_topic,2
1963,"Biochemistry, Genetics and Molecular Biology",field,1
1963,Botanical Research and Chemistry,primary_topic,1
1963,Business Strategy and Innovation,primary_topic,1
1963,"Business, Management and Accounting",field,3
1963,Census and Population Estimation,primary_topic,2
1963,Chemistry,field,1
1963,Cognitive Computing and Networks,primary_topic,1
1963,Cognitive Science and Mapping,primary_topic,1
1963,Complex Systems and Decision Making,primary_topic,1
1963,Complex Systems and Time Series Analysis,primary_topic,1
1963,"Computability, Logic, AI Algorithms",primary_topic,9
1963,Computational Theory and Mathematics,subfield,9
1963,Computer Networks and Communications,subfield,3
1963,Computer Science,field,37
1963,Computer Vision and Pattern Recognition,subfield,2
1963,Constraint Satisfaction and Optimization,primary_topic,2
1963,Control and Systems Engineering,subfield,2
1963,Cultural Studies and Interdisciplinary Research,primary_topic,1
1963,Decision Sciences,field,6
1963,Decision-Making and Behavioral Economics,primary_topic,1
1963,Developmental and Educational Psychology,subfield,4
1963,Diverse Interdisciplinary Research Studies,primary_topic,1
1963,Ecology,subfield,1
1963,"Ecology, Evolution, Behavior and Systematics",subfield,1
1963,Economic Theory and Policy,primary_topic,11
1963,Economic and Social Issues,primary_topic,1
1963,Economic theories and models,primary_topic,3
1963,Economics and Econometrics,subfield,7
1963,"Economics, Econometrics and Finance",field,18
1963,Education,subfield,2
1963,Educational Games and Gamification,primary_topic,1
1963,Educator Training and Historical Pedagogy,primary_topic,1
1963,Emergency Medicine,subfield,1
1963,Engineering,field,4
1963,Environmental Science,field,2
1963,Environmental and Biological Research in Conflict Zones,primary_topic,1
1963,Ethics and Social Impacts of AI,primary_topic,1
1963,Evolution and Genetic Dynamics,primary_topic,1
1963,Evolutionary Algorithms and Applications,primary_topic,3
1963,Experimental Learning in Engineering,primary_topic,2
1963,Experimental and Cognitive Psychology,subfield,2
1963,General Decision Sciences,subfield,1
1963,"General Economics, Econometrics and Finance",subfield,11
1963,Genetics,subfield,1
1963,Handwritten Text Recognition Techniques,primary_topic,1
1963,Health Sciences,domain,2
1963,Hospital Admissions and Outcomes,primary_topic,1
1963,Human Motion and Animation,primary_topic,1
1963,Image Processing and 3D Reconstruction,primary_topic,1
1963,Information Systems,subfield,1
1963,Information Technology Governance and Strategy,primary_topic,1
1963,Innovative Teaching and Learning Methods,primary_topic,1
1963,"Leadership, Behavior, and Decision-Making Studies",primary_topic,1
1963,Life Sciences,domain,2
1963,"Logic, programming, and type systems",primary_topic,2
1963,Management Information Systems,subfield,1
1963,Management Science and Operations Research,subfield,5
1963,Management of Technology and Innovation,subfield,1
1963,"Management, Monitoring, Policy and Law",subfield,1
1963,Mathematics,field,2
1963,Media Technology,subfield,2
1963,Medicine,field,2
1963,Military History and Strategy,primary_topic,1
1963,Occupational and Professional Licensing Regulation,primary_topic,3
1963,Online and Blended Learning,primary_topic,2
1963,Operations Management Techniques,primary_topic,1
1963,Opinion Dynamics and Social Influence,primary_topic,1
1963,Optimization and Mathematical Programming,primary_topic,1
1963,Organizational Management and Leadership,primary_topic,1
1963,Philosophy,subfield,1
1963,Physical Sciences,domain,47
1963,Physical and Theoretical Chemistry,subfield,1
1963,Physics and Astronomy,field,1
1963,Physiological and biochemical adaptations,primary_topic,1
1963,Physiology,subfield,1
1963,Political Science and International Relations,subfield,3
1963,Psychological Testing and Assessment,primary_topic,1
1963,Psychology,field,7
1963,Regional Development and Policy,primary_topic,1
1963,Risk and Portfolio Optimization,primary_topic,1
1963,Safety Research,subfield,1
1963,Semantic Web and Ontologies,primary_topic,1
1963,Social Sciences,domain,44
1963,Social Sciences,field,9
1963,Sociology and Political Science,subfield,3
1963,Sociopolitical Dynamics in Russia,primary_topic,1
1963,Software Engineering Research,primary_topic,1
1963,Spaceflight effects on biology,primary_topic,1
1963,Speech and dialogue systems,primary_topic,1
1963,Statistical and Computational Modeling,primary_topic,1
1963,Statistical and Nonlinear Physics,subfield,1
1963,Statistics and Probability,subfield,2
1963,Strategy and Management,subfield,1
1963,Various Chemistry Research Topics,primary_topic,1
1963,Visual and Cognitive Learning Processes,primary_topic,2
1964,Academic and Historical Perspectives in Psychology,primary_topic,1
1964,Advanced Control Systems Optimization,primary_topic,1
1964,Advanced Data Processing Techniques,primary_topic,1
1964,Advanced Text Analysis Techniques,primary_topic,10
1964,Agricultural Economics and Policy,primary_topic,1
1964,Agricultural and Biological Sciences,field,1
1964,Architecture,subfield,1
1964,Artificial Intelligence,subfield,33
1964,Artificial Intelligence in Education,primary_topic,1
1964,Artificial Intelligence in Games,primary_topic,15
1964,Arts and Humanities,field,2
1964,Automotive Engineering,subfield,1
1964,Bayesian Modeling and Causal Inference,primary_topic,1
1964,Behavioral and Psychological Studies,primary_topic,4
1964,"Biochemistry, Genetics and Molecular Biology",field,3
1964,Biomaterials,subfield,1
1964,Building and Construction,subfield,1
1964,"Business, Management and Accounting",field,3
1964,Chemistry,field,4
1964,Child Development and Digital Technology,primary_topic,1
1964,Chinese history and philosophy,primary_topic,1
1964,Cognitive Neuroscience,subfield,3
1964,Cognitive Science and Education Research,primary_topic,1
1964,Cognitive Science and Mapping,primary_topic,1
1964,Communication,subfield,1
1964,Complex Systems and Decision Making,primary_topic,13
1964,"Computability, Logic, AI Algorithms",primary_topic,1
1964,Computational Theory and Mathematics,subfield,3
1964,Computer Networks and Communications,subfield,2
1964,Computer Science,field,41
1964,Computer Science Applications,subfield,1
1964,Computer Vision and Pattern Recognition,subfield,1
1964,Control and Systems Engineering,subfield,4
1964,Creativity in Education and Neuroscience,primary_topic,6
1964,Data Visualization and Analytics,primary_topic,1
1964,Decision Sciences,field,16
1964,Decision-Making and Behavioral Economics,primary_topic,1
1964,Demography,subfield,1
1964,Development,subfield,1
1964,Developmental and Educational Psychology,subfield,6
1964,Diatoms and Algae Research,primary_topic,1
1964,Distributed and Parallel Computing Systems,primary_topic,1
1964,Economic Growth and Productivity,primary_topic,1
1964,Economics and Econometrics,subfield,3
1964,"Economics, Econometrics and Finance",field,3
1964,Education,subfield,3
1964,Education and Critical Thinking Development,primary_topic,1
1964,Education and Work Dynamics,primary_topic,1
1964,Educational Strategies and Epistemologies,primary_topic,2
1964,Electoral Systems and Political Participation,primary_topic,2
1964,Energy,field,2
1964,Engineering,field,13
1964,Engineering Diagnostics and Reliability,primary_topic,1
1964,Evaluation and Performance Assessment,primary_topic,1
1964,Evolution and Genetic Dynamics,primary_topic,1
1964,Evolutionary Game Theory and Cooperation,primary_topic,1
1964,Experimental and Cognitive Psychology,subfield,9
1964,Flexible and Reconfigurable Manufacturing Systems,primary_topic,1
1964,Gene expression and cancer classification,primary_topic,2
1964,General Agricultural and Biological Sciences,subfield,1
1964,General Decision Sciences,subfield,1
1964,General Psychology,subfield,1
1964,Genetics,subfield,1
1964,Global Energy and Sustainability Research,primary_topic,2
1964,History and advancements in chemistry,primary_topic,4
1964,Industrial and Manufacturing Engineering,subfield,4
1964,Information Systems,subfield,1
1964,Information Systems Theories and Implementation,primary_topic,2
1964,Innovation Diffusion and Forecasting,primary_topic,1
1964,Innovation Policy and R&D,primary_topic,2
1964,"Intelligence, Security, War Strategy",primary_topic,2
1964,Intelligent Tutoring Systems and Adaptive Learning,primary_topic,1
1964,International Development and Aid,primary_topic,1
1964,Leadership and Management in Organizations,primary_topic,3
1964,Libraries and Information Services,primary_topic,1
1964,Life Sciences,domain,7
1964,"Logic, Reasoning, and Knowledge",primary_topic,1
1964,"Logic, programming, and type systems",primary_topic,2
1964,Management Science and Operations Research,subfield,15
1964,Materials Science,field,1
1964,Mathematical Physics,subfield,4
1964,Mathematics,field,4
1964,Mechanical Engineering,subfield,1
1964,Mechanics of Materials,subfield,1
1964,Mental Health Research Topics,primary_topic,1
1964,Military Strategy and Technology,primary_topic,2
1964,Modeling and Simulation Systems,primary_topic,1
1964,Modular Robots and Swarm Intelligence,primary_topic,1
1964,Molecular Biology,subfield,2
1964,Museology,subfield,1
1964,Natural Language Processing Techniques,primary_topic,1
1964,Neural dynamics and brain function,primary_topic,2
1964,Neuroscience,field,3
1964,Online and Blended Learning,primary_topic,1
1964,Opinion Dynamics and Social Influence,primary_topic,2
1964,Optimization and Search Problems,primary_topic,1
1964,Philosophy,subfield,1
1964,Physical Sciences,domain,67
1964,Physical and Theoretical Chemistry,subfield,4
1964,Physics and Astronomy,field,2
1964,Political Science and International Relations,subfield,4
1964,Pragmatism in Philosophy and Education,primary_topic,1
1964,Psychology,field,16
1964,Real estate and construction management,primary_topic,1
1964,"Renewable Energy, Sustainability and the Environment",subfield,2
1964,Scheduling and Optimization Algorithms,primary_topic,3
1964,Social Media and Politics,primary_topic,1
1964,Social Sciences,domain,54
1964,Social Sciences,field,14
1964,Sociology and Political Science,subfield,4
1964,Speech and dialogue systems,primary_topic,1
1964,Statistical and Nonlinear Physics,subfield,2
1964,Stochastic processes and statistical mechanics,primary_topic,4
1964,Strategy and Management,subfield,3
1964,Teaching and Learning Programming,primary_topic,1
1964,Urban and Freight Transport Logistics,primary_topic,1
1964,Vehicle Dynamics and Control Systems,primary_topic,1
1964,Visual and Cognitive Learning Processes,primary_topic,2
1964,semigroups and automata theory,primary_topic,1
1965,Advanced Differential Equations and Dynamical Systems,primary_topic,1
1965,Advanced Text Analysis Techniques,primary_topic,1
1965,Advanced Thermodynamics and Statistical Mechanics,primary_topic,2
1965,Artificial Intelligence,subfield,17
1965,Artificial Intelligence in Games,primary_topic,7
1965,Arts and Humanities,field,3
1965,Bayesian Modeling and Causal Inference,primary_topic,5
1965,Behavioral and Psychological Studies,primary_topic,2
1965,Business Strategy and Innovation,primary_topic,2
